,Unnamed: 0,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
234,2210,569315664156069888,negative,1.0,Late Flight,0.6484,United,,JeremyPress1,,0,the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.,,2015-02-21 18:00:06 -0800,,
235,2211,569314329276715010,negative,1.0,Lost Luggage,0.6344,United,,SoulFreeDreams,,0,"1st u delay my flight for mechanical failure,then 2 hrs on the runway, & 13 hrs Late Flightr I'm still here with a lost bag & no resolution",,2015-02-21 17:54:48 -0800,"Columbus,Ohio",Eastern Time (US & Canada)
236,2212,569313492894752768,negative,1.0,Can't Tell,1.0,United,,SoulFreeDreams,,0,is the worst,,2015-02-21 17:51:28 -0800,"Columbus,Ohio",Eastern Time (US & Canada)
237,2213,569312077954854913,negative,1.0,Late Flight,0.6806,United,,tarlonious,,0,still waiting,,2015-02-21 17:45:51 -0800,,
238,2214,569310731486699520,negative,1.0,Can't Tell,0.3578,United,,EYA10,,0,"thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not",,2015-02-21 17:40:30 -0800,,
239,2215,569310717393944577,negative,1.0,Late Flight,0.6716,United,,ericjramsey,,1,"lies lies....still sitting at the gate, have not moved an inch","[38.95638224, -77.43898845]",2015-02-21 17:40:26 -0800,"Washington, DC",Pacific Time (US & Canada)
240,2217,569310249859080192,negative,1.0,Bad Flight,0.6295,United,,damahoff,,0,& finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue,,2015-02-21 17:38:35 -0800,"Milwaukee, WI",Central Time (US & Canada)
241,2218,569310115377102850,negative,1.0,Customer Service Issue,0.6714,United,,aaron_lawlor,,1,"at  could not be worse. I get the bad weather, but this is awful.",,2015-02-21 17:38:03 -0800,"Vernon Hills, IL",Central Time (US & Canada)
242,2220,569309296023998464,negative,1.0,longlines,0.6907,United,,ZachAlpert,,0,"instead of be told when we board, we have to wait for the emails telling us about the delays.",,2015-02-21 17:34:48 -0800,"Chicago, IL",Central Time (US & Canada)
243,2221,569308775435390976,negative,1.0,Bad Flight,1.0,United,,damahoff,,0,"Additionally, my husband paid for tv service & it stopped working about halfway through the flight.",,2015-02-21 17:32:43 -0800,"Milwaukee, WI",Central Time (US & Canada)
244,2223,569308224551309313,negative,1.0,Flight Attendant Complaints,0.6171,United,,damahoff,,0,"unfortunately, they didn't. I asked the staff if they could help. they said we should ask ppl in our row to switch, but no one would",,2015-02-21 17:30:32 -0800,"Milwaukee, WI",Central Time (US & Canada)
245,2225,569307607007150080,negative,0.6465,Lost Luggage,0.6465,United,,maxcotter,,0,your baggage person told me to go through  - they're handling my connecting flight.,,2015-02-21 17:28:05 -0800,toronto,Central Time (US & Canada)
246,2226,569307466896424961,negative,1.0,Customer Service Issue,1.0,United,,lala0178,,1,I sent a PM over two weeks ago and have heard nothing!,,2015-02-21 17:27:31 -0800,pensacola,
247,2227,569307047285690369,negative,0.6571,Flight Booking Problems,0.3399,United,,majacgray,,0,"Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for",,2015-02-21 17:25:51 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
248,2231,569304100048912384,negative,1.0,Customer Service Issue,0.3453,United,,tarlonious,,0,And yet we still haven't left yet and I can't watch my pre-paid DirectTV.,,2015-02-21 17:14:09 -0800,,
249,2232,569303395460259840,negative,1.0,Customer Service Issue,1.0,United,,Jo_Frost,,0,yr team have me on hold for over an hour unhelpful Pls can you answer my question.,,2015-02-21 17:11:21 -0800,Global,Quito
250,2233,569302758018420736,negative,1.0,Lost Luggage,1.0,United,,getpatrick,,1,. Let us know when you find everyone's luggage. Thanks.,"[0.0, 0.0]",2015-02-21 17:08:49 -0800,"Montreal, Quebec CA",Eastern Time (US & Canada)
251,2236,569302490421833729,negative,1.0,Late Flight,1.0,United,,tarlonious,,1,Nope! I'm on UA 174 that was supposed to leave at 6:47 but are still at the gate. Apparently we are about to pull back and de-ice.,,2015-02-21 17:07:45 -0800,,
252,2237,569302005111508992,negative,1.0,Lost Luggage,1.0,United,,hannahcbeck,,1,"Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.","[35.07067492, -80.7899648]",2015-02-21 17:05:49 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
253,2239,569301745219850241,negative,1.0,Late Flight,0.6737,United,,Randy_King_SF,,0,just texted me to say flight is delayed due to air traffic control. BS! They pulled the plane in Late Flight,,2015-02-21 17:04:47 -0800,"San Francisco, CA",Pacific Time (US & Canada)
254,2240,569300959911768064,negative,1.0,Customer Service Issue,0.63,United,,seansegal,,0,6 minutes to boarding at b12 in Ord. No sign of gate agent. A little help?,,2015-02-21 17:01:40 -0800,,Eastern Time (US & Canada)
255,2243,569299492127842304,negative,1.0,Late Flight,1.0,United,,Randy_King_SF,,1,website says my flight is on time. It leaves in 15 min and nobody has boarded yet.,,2015-02-21 16:55:50 -0800,"San Francisco, CA",Pacific Time (US & Canada)
256,2244,569299401643917313,negative,1.0,Late Flight,0.3432,United,,cbtadvisors,,0,From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family & I miss cnxn in EWR. Please see my DMs.,,2015-02-21 16:55:29 -0800,"Cambridge, MA, USA",Central Time (US & Canada)
257,2245,569298744337788928,negative,1.0,Cancelled Flight,1.0,United,,lowenberg,,0,we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area,,2015-02-21 16:52:52 -0800,,
258,2247,569298251418959872,negative,1.0,Cancelled Flight,0.6561,United,,leahgenise,,0,having to pay for a hotel room in Cleveland because of last minute Cancelled Flightled connecting flight. Booked through united..Unimpressed!,,2015-02-21 16:50:54 -0800,,Quito
259,2248,569298147144556544,negative,0.6236,Customer Service Issue,0.3277,United,,gwen1013,,0,I was on UA3782 and it was Cancelled Flightled. I'm waiting at customer service.,,2015-02-21 16:50:29 -0800,"New Haven, CT",
260,2250,569296784922578944,negative,1.0,Late Flight,1.0,United,,Angela_Saurine,,0,Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!,"[43.60417384, -110.7362561]",2015-02-21 16:45:05 -0800,"Sydney, Australia",Sydney
261,2251,569296585697464320,negative,1.0,Late Flight,0.657,United,,CoachMcRoberts,,1,4595. We are now going back to the gate b/c of something overheating after sitting out here for 3+ hours.Love United but this stinks,,2015-02-21 16:44:17 -0800,"Oxford, MS",
262,2252,569296356143050754,negative,1.0,longlines,0.3462,United,,ScottyNeuman,,1,congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,"[39.85760174, -104.66669625]",2015-02-21 16:43:22 -0800,"Montana, God's country
",Pacific Time (US & Canada)
263,2253,569296055478722560,negative,1.0,Lost Luggage,1.0,United,,maxcotter,,1,"thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!",,2015-02-21 16:42:11 -0800,toronto,Central Time (US & Canada)
264,2254,569295556729823232,negative,1.0,Bad Flight,0.6566,United,,flyinhoc1,,1,how come a $27 shuttle bus from LGA to EWR has electrical power outlets but our new Airbus interiors do not?,,2015-02-21 16:40:12 -0800,,
265,2255,569294326259253248,negative,0.6831,Late Flight,0.3569,United,,ByronJ,,0,Reply to  - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.,,2015-02-21 16:35:19 -0800,"Foster City, CA",
266,2256,569293965448458240,negative,1.0,Bad Flight,1.0,United,,DJTouf,,1,15-hr flight w/broken  media system. Witness   as we bounce off walls. Remind me why I'm 1K.,,2015-02-21 16:33:52 -0800,"Buffalo, NY",
267,2257,569293296872222720,negative,1.0,Late Flight,1.0,United,,HPStorageGuy,,0,I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.,,2015-02-21 16:31:13 -0800,Boise,Mountain Time (US & Canada)
268,2258,569293295655866369,negative,1.0,Can't Tell,1.0,United,,JSJ35,,0,never again.,,2015-02-21 16:31:13 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
269,2261,569289995749494784,negative,1.0,Flight Booking Problems,0.3513,United,,thatchickmaggie,,1,is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.,,2015-02-21 16:18:06 -0800,"Washington, DC",Eastern Time (US & Canada)
270,2262,569289573395800064,negative,1.0,Customer Service Issue,1.0,United,,bartha75,,0,your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest,"[0.0, 0.0]",2015-02-21 16:16:25 -0800,san diego,
271,2263,569287656607100929,negative,1.0,Bad Flight,0.3535,United,,ExplodingGreen,,0,fire yr rep who refused to put me on a flight that I had a boarding pass and seat on. Full explanation and her name in complaint.,,2015-02-21 16:08:48 -0800,"Portland, Oregon",Pacific Time (US & Canada)
272,2266,569287318898495490,negative,1.0,Flight Attendant Complaints,0.6961,United,,hadAbadWeek,,0,"God damn fucking crew won't be here till 6:40, so you've known for over an hour and a half the flight time was bullshit.",,2015-02-21 16:07:28 -0800,,
273,2267,569286569548320769,negative,1.0,Flight Attendant Complaints,0.3512,United,,luko,,1,you really do have a culture problem. Everyone I tried to work with blamed someone else or told me how they're short staffed,,2015-02-21 16:04:29 -0800,Pittsburgh,Quito
274,2268,569285045401178113,negative,1.0,Can't Tell,1.0,United,,JSJ35,,0,sucks.,,2015-02-21 15:58:26 -0800,Blue Area of the Moon,Eastern Time (US & Canada)
275,2269,569283956484415490,negative,1.0,Cancelled Flight,0.684,United,,lowenberg,,1,I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?,,2015-02-21 15:54:06 -0800,,
276,2270,569283845985427457,negative,1.0,Can't Tell,1.0,United,,annnnge,,0,is honestly RUINING MY FUCKING LIFE RIGHT NOW. NEVER AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!,,2015-02-21 15:53:40 -0800,☁️,
277,2271,569283511192051712,negative,1.0,longlines,0.3626,United,,gwen1013,,0,Flight Cancelled Flightled to BDL and stranded  Waiting almost 2hrs at customer service. Shout out to diligent agents.,,2015-02-21 15:52:20 -0800,"New Haven, CT",
278,2274,569281144186908672,negative,0.6565,Can't Tell,0.3539,United,,ZachAlpert,,0,quality work going on here.,,2015-02-21 15:42:56 -0800,"Chicago, IL",Central Time (US & Canada)
279,2275,569281033365037056,negative,1.0,Lost Luggage,0.6882,United,,hannahcbeck,,1,No customer service rep could confirm where my bag was & each gave me different info. Ruined 2 events I had today.,"[35.00096266, -80.87374938]",2015-02-21 15:42:29 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
280,2276,569280669593038848,negative,1.0,Can't Tell,0.6677,United,,MaxAbrahms,,1,We've let you know how to help the millions of customers you've treated like garbage. It's no coincidence ur ranked WORST airline.,,2015-02-21 15:41:03 -0800,"Boston, MA",Atlantic Time (Canada)
281,2277,569280157678071808,negative,0.7053,Customer Service Issue,0.3789,United,,hannahcbeck,,0,"yes, after landing at 930pm last night. Spoke to 10 baggage claim customer service reps. Finally spoke to one amazing ticket agent.","[35.00595547, -80.89437239]",2015-02-21 15:39:00 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
282,2278,569279586921353216,negative,1.0,Bad Flight,0.6955,United,,EYA10,,1,Charging $6500 for biz flight to UK = somewhat egregious. Charging $3 on top for a Sam Adams draft at the United Club is usurious.,,2015-02-21 15:36:44 -0800,,
283,2280,569278347441799169,negative,1.0,Customer Service Issue,0.6571,United,,gerryrard,,0,Your social listening capabilities are awful if this is the reply for the context in which you were mentioned,,2015-02-21 15:31:49 -0800,New York City,Eastern Time (US & Canada)
284,2281,569278020441284608,negative,1.0,Customer Service Issue,0.6913,United,,MaxAbrahms,,0,If you follow me I will DM you my phone # which you can call.,,2015-02-21 15:30:31 -0800,"Boston, MA",Atlantic Time (Canada)
285,2284,569276415927037952,negative,1.0,Late Flight,1.0,United,,kevinforgoogle,,0,Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline,,2015-02-21 15:24:08 -0800,"San Francisco, CA",
286,2287,569275476642013186,negative,1.0,Lost Luggage,1.0,United,,keykeydoodle,,0,says   is the final carrier . Us air doesnt have it. I want my bag!!! Not a claim not an im  sorry. I want my clothes!!,,2015-02-21 15:20:24 -0800,Wonderland,Eastern Time (US & Canada)
287,2288,569275466936397825,negative,1.0,longlines,0.3483,United,,davidblevine,,0,seriously? 2-4 hrs to get bags from IAD intl arvls to carousel 2 for custs w/Cancelled Flightled connects? I understand irrops but ridiculous!,,2015-02-21 15:20:22 -0800,What day is it?,Quito
288,2289,569275430311751682,negative,1.0,Late Flight,1.0,United,,kevinforgoogle,,0,most terrible flight experience happening to everyone right now on Flight:UA1750 6 delays 4 hrs total missed all my flights now thnx,,2015-02-21 15:20:13 -0800,"San Francisco, CA",
289,2290,569275000232013825,negative,1.0,Lost Luggage,1.0,United,,keykeydoodle,,0,one of you has my bag! Claim 4016688561 and i want it in MGA!!!! Now!!!,,2015-02-21 15:18:31 -0800,Wonderland,Eastern Time (US & Canada)
290,2291,569274801388425217,negative,1.0,Can't Tell,0.6891,United,,ZachAlpert,,0,you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.,,2015-02-21 15:17:43 -0800,"Chicago, IL",Central Time (US & Canada)
291,2293,569274001173979137,negative,1.0,Lost Luggage,1.0,United,,Far3TheeWell,,0,A friend traveled via UA1470 today and never got their luggage. What recourse does the person have? Buy clothes and get reimbursed?,,2015-02-21 15:14:33 -0800,,Eastern Time (US & Canada)
292,2294,569273451564785664,negative,1.0,Flight Booking Problems,0.6739,United,,carolinepqrst,,0,I keep getting kicked to an error message when trying to purchase a flight on  Have tried at least 4x.,,2015-02-21 15:12:22 -0800,"Austin, TX",
293,2297,569272738826694656,negative,1.0,Can't Tell,0.6817,United,,luko,,0,you have a culture issue,,2015-02-21 15:09:32 -0800,Pittsburgh,Quito
294,2298,569272664344428545,negative,1.0,Customer Service Issue,1.0,United,,Keels2515,,0,rep wouldn't rebook. This is such a waste of time and poor communication,,2015-02-21 15:09:14 -0800,"Raleigh, NC",Eastern Time (US & Canada)
295,2299,569272359334453249,negative,1.0,Late Flight,1.0,United,,loracle,,1,my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!,,2015-02-21 15:08:01 -0800,California,Pacific Time (US & Canada)
296,2300,569271943188209667,negative,1.0,Flight Attendant Complaints,0.6854,United,,luko,,1,employees almost seem happy when delivery terrible customer service.,,2015-02-21 15:06:22 -0800,Pittsburgh,Quito
297,2302,569270012894060545,negative,1.0,Cancelled Flight,1.0,United,,lowenberg,,1,its 2015. How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather??  Backup planes??,,2015-02-21 14:58:42 -0800,,
298,2304,569267323330129920,negative,1.0,Customer Service Issue,1.0,United,,SmallMol,,0,"Been on hold on the phone for well over half an hour, waiting to make a reservation change I *wanted* to make online. Help!",,2015-02-21 14:48:01 -0800,A Californian in London,
299,2305,569264951401054208,negative,1.0,Cancelled Flight,0.6633,United,,jimbradshaw4,,0,"2/2 Instead, had to wait on plane from Ottawa that never came. Now I'm back home and have to try again tomorrow. Suitcase still lost",,2015-02-21 14:38:35 -0800,,Eastern Time (US & Canada)
300,2306,569264912695840768,negative,0.66,Customer Service Issue,0.34,United,,hoozsah,,0,i'm glad u can solve the prob. But my experience remains - will not fly again on,,2015-02-21 14:38:26 -0800,,
301,2307,569264736455536641,negative,1.0,Cancelled Flight,1.0,United,,jimbradshaw4,,0,u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2,,2015-02-21 14:37:44 -0800,,Eastern Time (US & Canada)
302,2308,569262680965402624,negative,1.0,longlines,0.7057,United,,joshanon,,0,"appreciate the early arrival of UA1002, but any chance ORD will ever bring the bags out?",,2015-02-21 14:29:34 -0800,"San Francisco, CA",Pacific Time (US & Canada)
303,2310,569261989735718914,negative,1.0,Damaged Luggage,1.0,United,,untalMontfort,,0,A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,"[19.41622708, -99.16143525]",2015-02-21 14:26:49 -0800,"Mexico City, Mexico",Central Time (US & Canada)
304,2311,569261791928315905,negative,0.6854,Can't Tell,0.3708,United,,pongchmp,,0,just filled it out. Hope someone responds before we book our next trip.,,2015-02-21 14:26:02 -0800,,Eastern Time (US & Canada)
305,2312,569261737037455361,negative,1.0,Cancelled Flight,0.6513,United,,scottychadwick,,0,friends been sitting in Houston since 7am flight Cancelled Flighted.Still don't have any answers.,,2015-02-21 14:25:49 -0800,,Eastern Time (US & Canada)
306,2313,569261495449595905,negative,1.0,Customer Service Issue,0.6513,United,,apopnj01,,0,meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint,,2015-02-21 14:24:51 -0800,USA,Eastern Time (US & Canada)
307,2315,569261063406882816,negative,1.0,Flight Booking Problems,0.6596,United,,apopnj01,,0,u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none,,2015-02-21 14:23:08 -0800,USA,Eastern Time (US & Canada)
308,2317,569260366221348864,negative,1.0,Customer Service Issue,1.0,United,,school_tales,,0,haven’t before and haven’t this time & have checked spam/junk mail just in case—nothing,,2015-02-21 14:20:22 -0800,midwest and sometimes Spain,
309,2318,569259694906220544,negative,1.0,Customer Service Issue,0.6559,United,,jcharvardapp,,0,sloppy stuff you don't see anymore - united has raised my expectations - this team was poor,,2015-02-21 14:17:42 -0800,,Atlantic Time (Canada)
310,2319,569259688887492608,negative,0.6435,Customer Service Issue,0.6435,United,,nicc1217,,0,how long does it take to get a response from your customer service about a complaint done through email?,,2015-02-21 14:17:40 -0800,Boston MA,Central Time (US & Canada)
311,2320,569259575800569857,negative,1.0,Can't Tell,0.6951,United,,jcharvardapp,,0,"no bag tagging, led to many people backing up the aisle to front with bags",,2015-02-21 14:17:13 -0800,,Atlantic Time (Canada)
312,2321,569259442547470336,negative,1.0,Flight Attendant Complaints,1.0,United,,jcharvardapp,,0,"cabin crew were huge offenders, stood as a conversational cluster blocking exiting passengers",,2015-02-21 14:16:42 -0800,,Atlantic Time (Canada)
313,2322,569259272556535808,negative,1.0,Bad Flight,0.6821,United,,jcharvardapp,,0,allowing passengers on my flight to block exit of plane,,2015-02-21 14:16:01 -0800,,Atlantic Time (Canada)
314,2323,569259186711764992,negative,0.6744,Flight Attendant Complaints,0.3375,United,,jcharvardapp,,0,no wheelchairs,,2015-02-21 14:15:41 -0800,,Atlantic Time (Canada)
315,2324,569259152746221568,negative,1.0,Can't Tell,0.6733,United,,jcharvardapp,,0,"no commitment to a good turnaround, an operations mgr would have counted a dozen small issues with individual performance",,2015-02-21 14:15:32 -0800,,Atlantic Time (Canada)
316,2325,569259056956727296,negative,1.0,Late Flight,0.3627,United,,BVSCAPE,,0,the nightmare continues...,,2015-02-21 14:15:10 -0800,,Eastern Time (US & Canada)
317,2326,569258900228190208,negative,1.0,Customer Service Issue,0.6712,United,,jcharvardapp,,0,this team added 30 mins on turnaround,,2015-02-21 14:14:32 -0800,,Atlantic Time (Canada)
318,2328,569258100324048900,negative,1.0,Customer Service Issue,1.0,United,,ralonG2013,,0,call wait times are over 20 minutes and airport wait times are longer,,2015-02-21 14:11:22 -0800,just living the dream ,
319,2330,569257932908470273,negative,1.0,Customer Service Issue,1.0,United,,ralonG2013,,0,"yes, I've been waiting for four hours and no one has been able to help me.",,2015-02-21 14:10:42 -0800,just living the dream ,
320,2332,569257540023951360,negative,1.0,Late Flight,1.0,United,,gorgeousjack,,0,we are sitting on the runway for 2 hours! It is ridiculous!!,,2015-02-21 14:09:08 -0800,GORGEOUS UNIVERSE,Quito
321,2333,569257033972604929,negative,1.0,Customer Service Issue,1.0,United,,GregKuroda,,0,"no, your service here pretty much ruined my day, but thanks for the weak attempt",,2015-02-21 14:07:07 -0800,The Garden State,Eastern Time (US & Canada)
322,2334,569256471046823937,negative,1.0,Bad Flight,0.3449,United,,ABBaitCo,,0,"what, you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection",,2015-02-21 14:04:53 -0800,"Bethlehem, PA",Eastern Time (US & Canada)
323,2335,569256434736746496,negative,0.6452,Can't Tell,0.3441,United,,9kenny5,,0,"Such as deodorant, shampoo, toothpaste. Seems like that would be limited to 70oz, correct?",,2015-02-21 14:04:44 -0800,England,London
324,2336,569256307045179392,negative,1.0,Bad Flight,0.3579,United,,yajur,,0,Why was I forced to check my rollaboard on UA 715? Plenty of room in the overhead next to my seat.,,2015-02-21 14:04:14 -0800,Chicago,Central Time (US & Canada)
325,2337,569256055781240832,negative,0.3402,Customer Service Issue,0.3402,United,,kenzieellis,,0,please don't take my membership away :(,,2015-02-21 14:03:14 -0800,,Eastern Time (US & Canada)
326,2338,569253414971899905,negative,1.0,Cancelled Flight,1.0,United,,MeganStorey415,,0,"Please get me an economy plus seat. Awful day of 2 Cancelled Flighted flights, after lots of planning.",,2015-02-21 13:52:45 -0800,,
327,2339,569253382898126850,negative,1.0,Flight Attendant Complaints,0.65,United,,TimBouhour,,0,"has me  (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!",,2015-02-21 13:52:37 -0800,"Raleigh, NC",
328,2341,569253190551498752,negative,1.0,Bad Flight,0.3571,United,,MeganStorey415,,0,but your system gave my seat away.now I'm 27L Economy! Not Econ + seat. How did you give my plus seat away?,,2015-02-21 13:51:51 -0800,,
329,2343,569252759087685632,negative,0.7077,Customer Service Issue,0.3649,United,,school_tales,,0,"yep—used that twice; no case id numbers assigned; just tried it again-get screen that says, “thank you for submitting your request”",,2015-02-21 13:50:08 -0800,midwest and sometimes Spain,
330,2344,569252732940320768,negative,1.0,Bad Flight,0.6563,United,,MeganStorey415,,0,please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L,,2015-02-21 13:50:02 -0800,,
331,2348,569249933271965696,negative,1.0,Customer Service Issue,0.6718,United,,Keels2515,,0,any help is appreciated. That's a LOOONG wait for help on something that's not his fault,,2015-02-21 13:38:54 -0800,"Raleigh, NC",Eastern Time (US & Canada)
332,2349,569249783216537601,negative,1.0,Cancelled Flight,1.0,United,,Keels2515,,0,my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone,,2015-02-21 13:38:19 -0800,"Raleigh, NC",Eastern Time (US & Canada)
333,2350,569249769421295616,negative,1.0,Can't Tell,1.0,United,,ralonG2013,,0,is probably the least satisfactory airline I've ever been on. Never fails to disappoint.,,2015-02-21 13:38:15 -0800,just living the dream ,
334,2352,569249416462409729,negative,1.0,Customer Service Issue,1.0,United,,dlm_3,,0,not sure why u call it customer care.  Should be customer we don't care,,2015-02-21 13:36:51 -0800,Global,Eastern Time (US & Canada)
335,2353,569249223897526272,negative,1.0,Cancelled Flight,1.0,United,,NoahLocke,,0,who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in  right now.,,2015-02-21 13:36:05 -0800,"Madison, WI",Pacific Time (US & Canada)
336,2354,569248898071580672,negative,0.6687,Can't Tell,0.3575,United,,jorge_guajardo,,1,I fly  normally.  This doesn't happen to me with them.  I'll let your flyers provide their own feedback. Thank you.,,2015-02-21 13:34:48 -0800,"Washington, DC",Alaska
337,2356,569248000456970240,negative,1.0,Bad Flight,0.3455,United,,ABBaitCo,,0,how about plowing the snow at a gate before the plane arrives so we don't sit for 45 minutes after an 8 hr flight.... Fail,,2015-02-21 13:31:14 -0800,"Bethlehem, PA",Eastern Time (US & Canada)
338,2359,569247029446119424,negative,1.0,Can't Tell,0.65,United,,pongchmp,,1,"ok so what is being done about my experience? My family had a terrible experience for $1,200. It's kind of like being robbed.Explain",,2015-02-21 13:27:22 -0800,,Eastern Time (US & Canada)
339,2360,569246786440830977,negative,1.0,Lost Luggage,1.0,United,,thebadvillain,,0,great job losing one of my six bags on a direct flight.  Don't know how you manage to do it.,,2015-02-21 13:26:24 -0800,,
340,2361,569245240336330752,negative,1.0,Customer Service Issue,1.0,United,,GregKuroda,,0,the worst customer service in Denver.,,2015-02-21 13:20:16 -0800,The Garden State,Eastern Time (US & Canada)
341,2362,569244295921692672,negative,1.0,Bad Flight,1.0,United,,MeganStorey415,,0,"ruined my day & start trip SFO to GIG. both legs changed, lost my paid upgrade & 200 1st class seat & moved me from Econ + to Econ",,2015-02-21 13:16:30 -0800,,
342,2364,569244201021362176,negative,1.0,Late Flight,0.6421,United,,SomuchWhit,,0,now been on board with no movement for 25 min...wow this experience just keeps getting worse and worse,,2015-02-21 13:16:08 -0800,,Pacific Time (US & Canada)
343,2365,569243889011281920,negative,1.0,Flight Attendant Complaints,1.0,United,,SomuchWhit,,0,have an employee at the gate 15min before boarding like u expect ur customers to. Be a competent company like ur rivals,,2015-02-21 13:14:53 -0800,,Pacific Time (US & Canada)
344,2366,569243676594941953,negative,1.0,Can't Tell,0.353,United,,LisaKothari,,0,No wonder the cabin is filthy.,"[37.61782989, -122.39172299]",2015-02-21 13:14:03 -0800,Seattle WA,Pacific Time (US & Canada)
345,2367,569243519652470784,negative,1.0,Flight Attendant Complaints,0.6809,United,,LisaKothari,,0,"And then when we asked the stewardess to take the disinfectant wipe as trash she said, \""not with my hands!\""","[37.61761896, -122.39164663]",2015-02-21 13:13:25 -0800,Seattle WA,Pacific Time (US & Canada)
346,2368,569243270745866240,negative,0.7125,Can't Tell,0.7125,United,,justleon,,1,I need  to be a better airline!!,,2015-02-21 13:12:26 -0800,New York City,Eastern Time (US & Canada)
347,2369,569242387878428672,negative,1.0,Cancelled Flight,1.0,United,,cryfshr,,0,flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me,,2015-02-21 13:08:55 -0800,America,
348,2372,569242037968445441,negative,1.0,Can't Tell,1.0,United,,LisaKothari,,0,"Luckily, I had my disinfectant wipes and did your job for you. You're welcome.",,2015-02-21 13:07:32 -0800,Seattle WA,Pacific Time (US & Canada)
349,2373,569241682283081728,negative,1.0,Bad Flight,1.0,United,,LisaKothari,,0,You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,,2015-02-21 13:06:07 -0800,Seattle WA,Pacific Time (US & Canada)
350,2376,569239293429833728,negative,0.6821,Bad Flight,0.3487,United,,JoeSchmuck,,0,help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint.,,2015-02-21 12:56:38 -0800,San Francisco,Pacific Time (US & Canada)
351,2377,569238938042421249,negative,1.0,Cancelled Flight,1.0,United,,rpgibson8589,,0,ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes,,2015-02-21 12:55:13 -0800,Rochester NY,Eastern Time (US & Canada)
352,2379,569237947033255936,negative,1.0,Customer Service Issue,0.6539,United,,TheBarnesology,,0,that's a crazy long form! You need something other than a video?,"[40.72476892, -74.09204213]",2015-02-21 12:51:17 -0800,"Houston, TX",Central Time (US & Canada)
353,2380,569237356622024704,negative,1.0,Can't Tell,1.0,United,,AviNewYork,,0,I hope not to see the same issue on my return flight tomorrow,"[18.47066766, -68.40014139]",2015-02-21 12:48:56 -0800,,Eastern Time (US & Canada)
354,2381,569236834783342593,negative,1.0,Cancelled Flight,1.0,United,,AngelikaGiatras,,0,flight just Cancelled Flightled. This is ridiculous,,2015-02-21 12:46:51 -0800,"Chicago, IL",Eastern Time (US & Canada)
355,2383,569235954789015552,negative,0.9286,Customer Service Issue,0.9286,United,negative,screamingbrat,Customer Service Issue,0,You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins,,2015-02-21 12:43:22 -0800,"new york, baby",Eastern Time (US & Canada)
